IDLigne,Date,IDCommande,Produit,Categorie,Quantite,Prix,Montant,Region,Client
c79f6f90ae7d5b3b63033215b568c827-L1,2017-10-27 05:10:43,c79f6f90ae7d5b3b63033215b568c827,SKU-2d8b38d9f3,Telephony,1,15.0,15.0,Sao Paulo,1c7ab8f95b9a97ea97e6baf58062cf0e
b36055b266e36286316fa70c35de581a-L1,2017-10-27 08:47:05,b36055b266e36286316fa70c35de581a,SKU-ec2f95440d,Audio,1,199.9,199.9,Rio de Janeiro,4b949bdf1cc643e84a355b3121bb3341
69697763300040978b1c88f1bb60ad24-L1,2017-10-27 09:15:13,69697763300040978b1c88f1bb60ad24,SKU-793ee3bd01,Computers Accessories,1,179.5,179.5,Sao Paulo,e4971a4defaf07a1d7f2ff615a32c809
c6af04c6a72b5d587a620ad29c41dcad-L1,2017-10-27 09:51:37,c6af04c6a72b5d587a620ad29c41dcad,SKU-5c478d826b,Computers Accessories,3,551.0,1653.0,Rio Grande do Sul,f94b83157ce2162d5eabd54f242d6065
e0519f85bba56ba4bd2ec14a3c2c9d92-L1,2017-10-27 12:18:37,e0519f85bba56ba4bd2ec14a3c2c9d92,SKU-a0045b8457,Telephony,1,19.9,19.9,Sao Paulo,64f478ef975b39a86f5a453375158ae4
22d58ab98a59a304fd61d116c625ec4a-L1,2017-10-27 12:48:53,22d58ab98a59a304fd61d116c625ec4a,SKU-805bf2490c,Computers Accessories,1,945.0,945.0,Rio Grande do Sul,a2d396dd46cfb15b4bac087f6a9ad555
4679373170bfd9727d75f2cbefa4a50a-L1,2017-10-27 13:13:32,4679373170bfd9727d75f2cbefa4a50a,SKU-5ed2407e51,Telephony,1,22.99,22.99,Minas Gerais,3d27c1531b803fa53d84ad3f26eb281c
1457abef78cd241e85fd946503cb4e16-L1,2017-10-27 13:13:53,1457abef78cd241e85fd946503cb4e16,SKU-a5215a7a9f,Computers,1,1340.0,1340.0,Rio de Janeiro,d1b6bbb5ce2d0d1b5e5aed73482ede19
ad65e95a693ee0523cd2eafe78406feb-L1,2017-10-27 13:36:03,ad65e95a693ee0523cd2eafe78406feb,SKU-deecc62b2d,Telephony,1,274.99,274.99,Ceara,36700f03dbb05c1170c60fb2bdd80476
4379c802ba499c2c871ee501a835c33c-L1,2017-10-27 14:49:48,4379c802ba499c2c871ee501a835c33c,SKU-3519403062,Consoles Games,1,39.9,39.9,Distrito Federal,ff5e9c0b950437f2955508e9dab8e98c
d08bc243bdf75320f869b3b5bdfdb9ef-L1,2017-10-27 15:04:07,d08bc243bdf75320f869b3b5bdfdb9ef,SKU-d1c427060a,Computers Accessories,1,149.99,149.99,Rio de Janeiro,26b56c033a85c906839ebb8b8dd0aadc
34bfe8d474f4b345e99b22b2ed46472f-L1,2017-10-27 15:34:03,34bfe8d474f4b345e99b22b2ed46472f,SKU-ff29d8cb1c,Electronics,1,18.9,18.9,Mato Grosso,17fb23e6155cc3068de16fd4054d5a40
1ea7acde8dacf11a098d0b85b13cdc0e-L1,2017-10-27 16:21:02,1ea7acde8dacf11a098d0b85b13cdc0e,SKU-588531f8ec,Computers,1,1437.0,1437.0,Minas Gerais,4e5a10bd8f468ee5acc890961a2b7ce4
ce6615d572a95ae4df7bcb227fa4d3a0-L1,2017-10-27 17:12:30,ce6615d572a95ae4df7bcb227fa4d3a0,SKU-13fd915e49,Computers Accessories,1,29.99,29.99,Espirito Santo,37c79e8070de39f8272b5491eba5bd2b
342b32ffd8aaa93d30dcf0497eeefbcc-L1,2017-10-27 17:18:09,342b32ffd8aaa93d30dcf0497eeefbcc,SKU-d5991653e0,Computers Accessories,1,137.9,137.9,Sao Paulo,7aacfddaea379541015b24732ed85ad4
f2efe29fe1cac4dcbb6f53f87735245b-L1,2017-10-27 18:29:43,f2efe29fe1cac4dcbb6f53f87735245b,SKU-f71f42e238,Computers Accessories,1,31.9,31.9,Espirito Santo,93d800caaef23e2c5b2312f3881a495e
fe73ff32d6e2028f4dcb6afb715e7cf0-L1,2017-10-27 19:31:19,fe73ff32d6e2028f4dcb6afb715e7cf0,SKU-c5d2126afe,Computers Accessories,1,98.0,98.0,Minas Gerais,ff2eeb9ac16da8f42e8dcff6ddcd9c42
9b667954862fd67b43075ae4861454af-L1,2017-10-27 20:52:38,9b667954862fd67b43075ae4861454af,SKU-be82fc5218,Audio,1,85.0,85.0,Rio de Janeiro,f5a7c1f32e32c8c6f8c2fa6f587a28be
6810999b773bffdb94e8d02004603720-L1,2017-10-27 21:30:42,6810999b773bffdb94e8d02004603720,SKU-cd65738034,Telephony,1,24.99,24.99,Sao Paulo,b307d4a1272c57f08f47bf4b7638b049
c5f6d3ac0511ed9303df3767bd834100-L1,2017-10-28 09:14:38,c5f6d3ac0511ed9303df3767bd834100,SKU-99797fec32,Consoles Games,1,518.0,518.0,Pernambuco,e60856952187516c3397a2c4ac63aac4
7978aa5d3192f689ad92bcb96ae2fef0-L1,2017-10-28 10:10:32,7978aa5d3192f689ad92bcb96ae2fef0,SKU-f71f42e238,Computers Accessories,1,31.9,31.9,Para,7ed95317b0006c3104d204efb64848de
4d20a88009a1ccbe54db2c4c7e184228-L1,2017-10-28 11:55:04,4d20a88009a1ccbe54db2c4c7e184228,SKU-420921e974,Telephony,1,283.2,283.2,Minas Gerais,6363d656b86d8f1014eaa2e864d377f0
427a7d86c1800330df14b3feb61f7254-L1,2017-10-28 12:09:57,427a7d86c1800330df14b3feb61f7254,SKU-6490b9f63b,Telephony,1,280.0,280.0,Rio de Janeiro,5d0a025a2f2bd75a48de87b18228e67a
3adf1c191833181e2e17f0639140b2cd-L1,2017-10-28 13:18:28,3adf1c191833181e2e17f0639140b2cd,SKU-a3cdb88981,Consoles Games,1,19.9,19.9,Goias,84200972e47e8efd80dca0456a5b7bf6
348f8709fce4309c6eb7f768d4388645-L1,2017-10-28 15:35:19,348f8709fce4309c6eb7f768d4388645,SKU-209c968305,Telephony,2,17.99,35.98,Sao Paulo,96bd6092f6b604201123917fdd37b91d
34fe5a39b9e65ac47aac2872c3538c41-L1,2017-10-28 16:20:16,34fe5a39b9e65ac47aac2872c3538c41,SKU-a7c73814e6,Telephony,1,254.9,254.9,Sao Paulo,76d1df67cfa34a2c4606537d54aea0f8
9f711f8df6632759b268fe6b611ed87f-L1,2017-10-28 16:20:18,9f711f8df6632759b268fe6b611ed87f,SKU-6490b9f63b,Telephony,1,280.0,280.0,Sao Paulo,76d1df67cfa34a2c4606537d54aea0f8
8b79176e5b12024a8da1e16cc162689c-L1,2017-10-28 16:40:13,8b79176e5b12024a8da1e16cc162689c,SKU-33506b5bbf,Computers Accessories,1,222.98,222.98,Sao Paulo,a6725192331573b404a1183f44428739
19e2f4888f56504ec0f7e0765c9e36dc-L1,2017-10-28 18:16:38,19e2f4888f56504ec0f7e0765c9e36dc,SKU-001795ec6f,Consoles Games,1,38.9,38.9,Sao Paulo,bd3d1b2b49d28a288759bd3433ce950a
d464194574b82162a5a34d39082fb826-L1,2017-10-28 19:29:26,d464194574b82162a5a34d39082fb826,SKU-1ee1a3e374,Telephony,1,21.99,21.99,Sao Paulo,b6f549a75631cc92442bb2ad696d8d9d
7758efb652718b8224924d2ada0ad50c-L1,2017-10-28 19:50:21,7758efb652718b8224924d2ada0ad50c,SKU-dca8cbb1c9,Audio,1,89.0,89.0,Rio de Janeiro,8e14c74067a1b6c2130598663b71e501
7dbfdea1e79e8d8b6d378f9e07416e74-L1,2017-10-28 19:53:46,7dbfdea1e79e8d8b6d378f9e07416e74,SKU-2c1b63caa5,Computers Accessories,1,120.9,120.9,Rondonia,77a365de3c00f94307bc358d65f2d2c6
d3762703e4549c646c1f000b5094abea-L1,2017-10-28 20:39:20,d3762703e4549c646c1f000b5094abea,SKU-20992273fc,Computers Accessories,1,34.9,34.9,Sao Paulo,e7688fef5438be571d0c39bbb3e8e998
5d3e1dc4bcf34ae3292fdd4dfb5c65a9-L1,2017-10-28 20:57:29,5d3e1dc4bcf34ae3292fdd4dfb5c65a9,SKU-49454c6dad,Telephony,1,12.9,12.9,Rio Grande do Sul,5dc058a598fa151b2ccd316b3ad78127
3558178e8d339107c501b79be5836b47-L1,2017-10-28 23:51:31,3558178e8d339107c501b79be5836b47,SKU-f03859e4cc,Consoles Games,1,49.99,49.99,Minas Gerais,28ecc0917d61cacc4ca1eb61fd9effb8
c1eab66ff6c440a9f5d92f83b8f10550-L1,2017-10-29 03:49:38,c1eab66ff6c440a9f5d92f83b8f10550,SKU-a5215a7a9f,Computers,1,1340.0,1340.0,Ceara,920bd0e1c74c42bec2303941fc03374c
501682cc04eeadf3d0bc64b399d78b5d-L1,2017-10-29 09:30:23,501682cc04eeadf3d0bc64b399d78b5d,SKU-b93f2b2301,Consoles Games,1,19.99,19.99,Sao Paulo,3548f6fa9fb708e6d30db034eb0252af
3c929aa6cf724e32eae163e008bacbb0-L1,2017-10-29 13:37:55,3c929aa6cf724e32eae163e008bacbb0,SKU-130482add9,Computers Accessories,1,105.0,105.0,Sao Paulo,3bf91f240b1035e65c07bb19993e0853
0778921b814304f85cb9188625e50625-L1,2017-10-29 13:46:57,0778921b814304f85cb9188625e50625,SKU-6deaf130a6,Consoles Games,1,101.9,101.9,Para,5e767052fceebe0be1b8ecd6eeed6d6b
9cb31e241f37e9115ca372ccb5973ece-L1,2017-10-29 14:56:07,9cb31e241f37e9115ca372ccb5973ece,SKU-b6acad95bb,Telephony,1,14.9,14.9,Tocantins,f9dbe8ef6911fa7708aaf13d1be3ad75
2bcf4e578cdef71f59c90c4c50ce5853-L1,2017-10-29 16:15:19,2bcf4e578cdef71f59c90c4c50ce5853,SKU-9afaad66ac,Telephony,3,189.0,567.0,Distrito Federal,804e8e7cd838a3024fd3dc5fbc65e8d7
b0238d84c31a9da40adc77dac0a117e8-L1,2017-10-29 16:19:18,b0238d84c31a9da40adc77dac0a117e8,SKU-4d9e8a6d8d,Electronics,1,38.99,38.99,Sao Paulo,2bddd43e43bcc53990ed501b4a0911d9
5e7d51bfc94acb16cfcc272c581f85cc-L1,2017-10-29 16:34:00,5e7d51bfc94acb16cfcc272c581f85cc,SKU-c23381297f,Computers Accessories,1,28.0,28.0,Sao Paulo,a66ed4dcf8e91dfead11ddd7f7bf517a
d44cb52677c0960afb3e43a96d79a25b-L1,2017-10-29 20:33:19,d44cb52677c0960afb3e43a96d79a25b,SKU-afdcd7fb20,Electronics,1,27.99,27.99,Sao Paulo,d71e1d87ea05a759d69f770ac90f2fa9
d08cea64b0ea4e19362640cd4b7f5a12-L1,2017-10-29 20:49:14,d08cea64b0ea4e19362640cd4b7f5a12,SKU-f71f42e238,Computers Accessories,1,31.9,31.9,Sao Paulo,fcfeceb70fc4f20c0cd915a390e833ff
02beac5428ccbd30f4b3fbded058289f-L1,2017-10-29 21:01:35,02beac5428ccbd30f4b3fbded058289f,SKU-3516632e8f,Computers Accessories,1,75.9,75.9,Sao Paulo,8e22f3dce83f57ae02fc53050460fa76
175d5d1ff76c0ea865a58e125e22743d-L1,2017-10-29 21:24:23,175d5d1ff76c0ea865a58e125e22743d,SKU-de845f1911,Computers Accessories,1,279.0,279.0,Minas Gerais,70b0e27a9566ffaa1aa1e05a6650b7b1
77b27c29ab339345ecc7678db3e23049-L1,2017-10-29 21:43:25,77b27c29ab339345ecc7678db3e23049,SKU-f03859e4cc,Consoles Games,1,49.99,49.99,Santa Catarina,f4316887caba528e78425197c937c75d
431eb716029df1431f4ff0fbe57d2f06-L1,2017-10-29 21:49:11,431eb716029df1431f4ff0fbe57d2f06,SKU-cae2167fee,Telephony,1,21.99,21.99,Sao Paulo,8c58a52dbd48b55f0dce9f98752b055e
d454cb4d38b256a9431bf8224f239960-L1,2017-10-30 00:26:51,d454cb4d38b256a9431bf8224f239960,SKU-0aabfb3756,Consoles Games,1,24.5,24.5,Sao Paulo,88c52214827b6c4fb93fcd4b2a754006
d482a118baf85884aef656c9d75c5c8e-L1,2017-10-30 07:49:26,d482a118baf85884aef656c9d75c5c8e,SKU-36244ee06d,Computers Accessories,1,90.0,90.0,Sao Paulo,bdd399d592854b120e9c206ace361af9
c269cce123fb9db14b5d2cbe52b36ea5-L1,2017-10-30 08:48:43,c269cce123fb9db14b5d2cbe52b36ea5,SKU-1b7ce992a8,Electronics,1,25.5,25.5,Sao Paulo,299458bde82cede9e6b3e94633bdd963
738958f1bd5348249ab7a14f6a9959e3-L1,2017-10-30 09:12:27,738958f1bd5348249ab7a14f6a9959e3,SKU-ba99439161,Computers Accessories,1,44.9,44.9,Sao Paulo,db13c9627403db90fdb0ae7c14909394
17154f3e0cb2f2ecf1f80653696ec3eb-L1,2017-10-30 10:42:16,17154f3e0cb2f2ecf1f80653696ec3eb,SKU-4d9e8a6d8d,Electronics,2,38.99,77.98,Sao Paulo,1018b57cedbb88d33ba94c906d05ea15
dcbf6ba1b6e503c2bc0a5a5e833e3174-L1,2017-10-30 10:59:37,dcbf6ba1b6e503c2bc0a5a5e833e3174,SKU-e4dbc5980f,Computers Accessories,1,25.9,25.9,Sao Paulo,b9b5e4e35643f76076949133986f3b5a
b534f5b64db31c82a5aadfbaa0855e5b-L1,2017-10-30 11:26:41,b534f5b64db31c82a5aadfbaa0855e5b,SKU-e5ae72c62e,Computers Accessories,1,61.9,61.9,Sao Paulo,0f3df132339ceb1331d21c7df79b3dfd
9c83e600b8c156f1b50b753f30e93634-L1,2017-10-30 11:47:19,9c83e600b8c156f1b50b753f30e93634,SKU-6276a9c20b,Computers Accessories,1,49.9,49.9,Goias,5680dec85a00c09c2e06be55ca959d39
16c8f9fcd71cc027920cc259a7b1b604-L1,2017-10-30 12:06:46,16c8f9fcd71cc027920cc259a7b1b604,SKU-995f416434,Telephony,1,49.99,49.99,Sao Paulo,cb83caadeeec86515aa495bd52b834f4
204b7236f949dcd799519c1e74136821-L1,2017-10-30 12:09:05,204b7236f949dcd799519c1e74136821,SKU-98e0de96eb,Electronics,1,299.9,299.9,Rio de Janeiro,e12f7f1e96f1f9f6361572028a1fad5a
c0bae1d039f9f7459a21f5276b1127f4-L1,2017-10-30 13:02:25,c0bae1d039f9f7459a21f5276b1127f4,SKU-7127d16c84,Telephony,1,21.99,21.99,Distrito Federal,40bec32bbc30b2444d870f9fcb260f16
72a200617f45c76ab4e2c202a681958f-L1,2017-10-30 13:19:45,72a200617f45c76ab4e2c202a681958f,SKU-77d1b9fb8d,Telephony,1,18.99,18.99,Sao Paulo,e559969619d1a0922477a2d8cfaf50d9
2356e9b211b952c07f32b7addb1250fa-L1,2017-10-30 13:28:30,2356e9b211b952c07f32b7addb1250fa,SKU-b99e4f4fa3,Electronics,1,19.9,19.9,Sao Paulo,defd12bce0026494f1da3b4ed5484d93
b540418030015e66bde5d08c3f898369-L1,2017-10-30 14:03:24,b540418030015e66bde5d08c3f898369,SKU-f6e3aeb40c,Consoles Games,1,40.0,40.0,Sao Paulo,f3462ada763e72f419860ca3e6f43006
1ebcf69fa275bb588691ece37ef82a30-L1,2017-10-30 14:23:56,1ebcf69fa275bb588691ece37ef82a30,SKU-17c4bd4269,Telephony,2,299.99,599.98,Piaui,c3f8dd46275f086dbdc3d03475311e93
e17bd911e20bf0862b784df73f0940c9-L1,2017-10-30 14:40:48,e17bd911e20bf0862b784df73f0940c9,SKU-656e0eca68,Computers Accessories,1,98.9,98.9,Minas Gerais,b0e5e880c9c9983d7960f064f5c642f6
fd247854b1d057cbfc280fd673c61933-L1,2017-10-30 15:23:51,fd247854b1d057cbfc280fd673c61933,SKU-d5991653e0,Computers Accessories,1,137.9,137.9,Rio de Janeiro,c4de6c1719eff03b6d30aff09571e272
413cde030a614ac044fdc905c6849453-L1,2017-10-30 16:34:47,413cde030a614ac044fdc905c6849453,SKU-d5991653e0,Computers Accessories,1,137.9,137.9,Minas Gerais,6b9f0ab331a35b7d166e719ff0df0cac
29815bc0973b33856eeba7b668101f16-L1,2017-10-30 17:31:30,29815bc0973b33856eeba7b668101f16,SKU-c7dc39bcc7,Consoles Games,1,40.0,40.0,Sao Paulo,642833d3c4a346db1b91406777a17908
5b57e9de57b0d980b9a9049aeacc5955-L1,2017-10-30 18:33:41,5b57e9de57b0d980b9a9049aeacc5955,SKU-382132cf96,Computers Accessories,1,49.9,49.9,Sao Paulo,61a9153088a4f16da81e88b864f7f0e7
68cf478815ffa4303ea186d76a791cdd-L1,2017-10-30 18:43:07,68cf478815ffa4303ea186d76a791cdd,SKU-af3c32ffb8,Telephony,1,150.0,150.0,Sao Paulo,29f0412128aa2713aac662a2c36d97c3
79b7b2178c759fa227cafb377193cd83-L1,2017-10-30 19:28:36,79b7b2178c759fa227cafb377193cd83,SKU-7e78ca7b03,Telephony,2,45.0,90.0,Sao Paulo,74dca03616dc0fb2a5e2b8fb83b025d0
0deba00189593870535a63ad3e6d9ab9-L1,2017-10-30 21:01:41,0deba00189593870535a63ad3e6d9ab9,SKU-be0dbdc3d6,Computers Accessories,1,79.8,79.8,Rio Grande do Sul,9cf7324fd017fe2411c1633eb6cfb38d
8df1ba8711787d5cfe3b90f535d04dc4-L1,2017-10-30 21:18:49,8df1ba8711787d5cfe3b90f535d04dc4,SKU-588531f8ec,Computers,1,1437.0,1437.0,Maranhao,ae06b0187a99aaeb5e845b9638936e7d
6a5504144883c3de1333210ad6c6ff28-L1,2017-10-30 21:31:21,6a5504144883c3de1333210ad6c6ff28,SKU-5176d86702,Electronics,1,18.9,18.9,Sao Paulo,cdffd64bd53244e62c3c4e0f9abd16e1
cb203b92888d8aa67beda73ce18054dd-L1,2017-10-30 22:02:57,cb203b92888d8aa67beda73ce18054dd,SKU-dd47440cb5,Computers Accessories,1,69.9,69.9,Bahia,ef7fdcd305142ba51da24aeae2155b4b
9298c4a7ed6bd4d2cc8433f7e4053fe5-L1,2017-10-30 22:36:14,9298c4a7ed6bd4d2cc8433f7e4053fe5,SKU-0aabfb3756,Consoles Games,1,24.5,24.5,Minas Gerais,c1e936d4c4fd02c66085ed43914d0b67
9298c4a7ed6bd4d2cc8433f7e4053fe5-L2,2017-10-30 22:36:14,9298c4a7ed6bd4d2cc8433f7e4053fe5,SKU-6c3effec7c,Consoles Games,1,24.5,24.5,Minas Gerais,c1e936d4c4fd02c66085ed43914d0b67
e30787025578adaddf110614dce5e399-L1,2017-10-30 23:00:39,e30787025578adaddf110614dce5e399,SKU-f39a8b27ce,Consoles Games,1,319.0,319.0,Sao Paulo,7ea35fce34322b6755cafa76113d224a
bb8b0de6aab45a9395bd46092865b6ef-L1,2017-10-30 23:03:42,bb8b0de6aab45a9395bd46092865b6ef,SKU-3cc4d754aa,Computers Accessories,1,1199.99,1199.99,Paraiba,87bbba8720d775549bec72aaec36ff19
6ca5c63fb52f32ccf5309fddb636c3a8-L1,2017-10-31 00:48:08,6ca5c63fb52f32ccf5309fddb636c3a8,SKU-2fb86e1c12,Computers Accessories,1,26.9,26.9,Bahia,2ac6f6d09c75bb721defa2eb7a4f52a1
eaa96511c925f79170baaff57cd261ec-L1,2017-10-31 07:15:11,eaa96511c925f79170baaff57cd261ec,SKU-b99e4f4fa3,Electronics,1,19.9,19.9,Rio Grande do Sul,35173058d3ac45f25ca1e8a216011e9a
ff6ab7a209609f6d415e5465e903bbe0-L1,2017-10-31 10:49:23,ff6ab7a209609f6d415e5465e903bbe0,SKU-ff29d8cb1c,Electronics,1,18.9,18.9,Sao Paulo,b46e2e576218f74befba51d0ad8789f8
21f024b91cfeb5f135ceef69fe99fa50-L1,2017-10-31 11:09:26,21f024b91cfeb5f135ceef69fe99fa50,SKU-1a300f482e,Computers Accessories,1,19.99,19.99,Minas Gerais,442c918c1f8cdf37ddffd4935c405d9d
40264a7f65d4daae1b8d018951250573-L1,2017-10-31 11:13:35,40264a7f65d4daae1b8d018951250573,SKU-431d674f9a,Telephony,1,289.0,289.0,Parana,275aba69747633a7e4ca86662cb23d10
ca0b30de0e60967b91fd5366743ba643-L1,2017-10-31 11:15:17,ca0b30de0e60967b91fd5366743ba643,SKU-a59fb60fdd,Audio,1,19.9,19.9,Sao Paulo,049ac10f22b18d0a463429e2dfbbb353
7a5098bfacce471e5cec8583f0dfe4c6-L1,2017-10-31 11:16:00,7a5098bfacce471e5cec8583f0dfe4c6,SKU-b697c503df,Telephony,1,24.9,24.9,Rio Grande do Sul,ff529b441e5bcac64f7850ed9b723079
1394e025297d62db2c4e7b15df476489-L1,2017-10-31 11:39:47,1394e025297d62db2c4e7b15df476489,SKU-d04857e7b4,Computers Accessories,1,64.99,64.99,Sao Paulo,22af8b2c3a6df328b8923999e7e0a1be
ba41c48ea14a8b704c1645f32aedefa8-L1,2017-10-31 13:15:31,ba41c48ea14a8b704c1645f32aedefa8,SKU-6c3effec7c,Consoles Games,1,24.5,24.5,Bahia,740075865af950b7f052f3cd7303241c
5bdb1effd4c3c8074b27522b4f0f7af2-L1,2017-10-31 13:17:19,5bdb1effd4c3c8074b27522b4f0f7af2,SKU-61bb78313b,Electronics,1,76.0,76.0,Ceara,b25e280cae5b3beef63f141808fe0e16
76103be5bcccf8ca4360b4ae36af30e8-L1,2017-10-31 13:24:40,76103be5bcccf8ca4360b4ae36af30e8,SKU-eecc2c78b5,Computers Accessories,3,29.9,89.7,Sao Paulo,094d2c52b8b1b4b0dbb62573becfbb2f
2fc0b908e1bad9c0182c663a45cad564-L1,2017-10-31 13:35:53,2fc0b908e1bad9c0182c663a45cad564,SKU-9afaad66ac,Telephony,1,189.0,189.0,Sao Paulo,ead394416d4f85207932cc124eb145e2
d4d5d282946b01dc1d8365bd227a8b28-L1,2017-10-31 13:43:56,d4d5d282946b01dc1d8365bd227a8b28,SKU-ba99439161,Computers Accessories,1,44.9,44.9,Rio de Janeiro,a7852e944e9e5d5ab99513436a5f9acd
26bd26a21d87b4594128d26b3b24e8d8-L1,2017-10-31 13:51:13,26bd26a21d87b4594128d26b3b24e8d8,SKU-0aabfb3756,Consoles Games,1,24.5,24.5,Espirito Santo,6559799a5cf53662f7979eeb4a8b800f
26bd26a21d87b4594128d26b3b24e8d8-L2,2017-10-31 13:51:13,26bd26a21d87b4594128d26b3b24e8d8,SKU-a72df9d6b4,Consoles Games,1,99.99,99.99,Espirito Santo,6559799a5cf53662f7979eeb4a8b800f
ef06e7945c6c75f875b06db75ea438cc-L1,2017-10-31 13:58:55,ef06e7945c6c75f875b06db75ea438cc,SKU-78819ab10b,Computers Accessories,1,580.27,580.27,Parana,9266c1162160a9f89df9e70f2597b605
24542fef4b2b37dac9fb137a1a71fc39-L1,2017-10-31 14:18:36,24542fef4b2b37dac9fb137a1a71fc39,SKU-6c56299e19,Computers Accessories,1,27.9,27.9,Parana,265e680952d0501a7473abf616e79cc7
d781433971d92b00f67ae15b2265fabe-L1,2017-10-31 14:30:54,d781433971d92b00f67ae15b2265fabe,SKU-0cf3ab3383,Computers Accessories,1,79.0,79.0,Santa Catarina,e47b298c565467e3d43636d5211c0ddd
8e013dae97f228e06604de7385cdb043-L1,2017-10-31 14:40:16,8e013dae97f228e06604de7385cdb043,SKU-431d674f9a,Telephony,1,289.0,289.0,Alagoas,8e78f2e8305481c8b0f285670de4829b
dad86956863b4f2c6744baf0b3989a8a-L1,2017-10-31 14:44:03,dad86956863b4f2c6744baf0b3989a8a,SKU-6085250f7b,Computers Accessories,1,339.0,339.0,Sao Paulo,cf1a6c25251efa363ecba381487d054b
081e5884f403fbe66f3bce77c72c9230-L1,2017-10-31 15:09:11,081e5884f403fbe66f3bce77c72c9230,SKU-7b85e3deef,Computers Accessories,1,30.21,30.21,Sao Paulo,fcd2c511d58e5bb385d0734537fcaf34
e2df710c10b3d255c51ae1fb11bfcd11-L1,2017-10-31 15:17:43,e2df710c10b3d255c51ae1fb11bfcd11,SKU-474bb6b54f,Electronics,3,18.9,56.7,Santa Catarina,c3807b5e102688c2dde01ce0292c7aa8
22b4202b17bc3ba77ee0b82dce7640f4-L1,2017-10-31 15:18:20,22b4202b17bc3ba77ee0b82dce7640f4,SKU-656e0eca68,Computers Accessories,1,98.9,98.9,Mato Grosso do Sul,967451f32eb0f751033b3a8054cdbffa
30c4f4b428ca348c766ab59fbb03cf79-L1,2017-10-31 15:40:29,30c4f4b428ca348c766ab59fbb03cf79,SKU-2002fc3ec2,Electronics,1,30.0,30.0,Rio de Janeiro,85d636e5dddd2848af142ea2c51fefb8
63897b6705887543f6b7e7a468ff337f-L1,2017-10-31 15:47:37,63897b6705887543f6b7e7a468ff337f,SKU-32b2a45c76,Consoles Games,2,39.9,79.8,Sao Paulo,77f724c7a03af64b4d859afaa3c1c303
1aaf27bab389531a50d1a6b86c24e6b7-L1,2017-10-31 16:03:45,1aaf27bab389531a50d1a6b86c24e6b7,SKU-d982791b03,Computers Accessories,1,935.0,935.0,Rio de Janeiro,51387055bdf28f0c6f9fba8b636cd436
ec6dc3377849564c30896b7543229e2d-L1,2017-10-31 16:23:47,ec6dc3377849564c30896b7543229e2d,SKU-52d828eb9a,Computers Accessories,1,154.0,154.0,Distrito Federal,3c29f545213b70a3ac37bd77da044948
782d2a64a6133bc3512a372661880972-L1,2017-10-31 17:05:38,782d2a64a6133bc3512a372661880972,SKU-0aabfb3756,Consoles Games,1,24.5,24.5,Sao Paulo,9d54daa19c43f4d96f69ec2c3f2d8bb3
c924e1b4e4e8406a086385b5136d25a3-L1,2017-10-31 17:26:08,c924e1b4e4e8406a086385b5136d25a3,SKU-a564f50791,Telephony,2,70.89,141.78,Minas Gerais,bd7120211029ff536fe18f17c35a17e6
bc328531838a1584761dc22dcfb54c2c-L1,2017-10-31 17:50:19,bc328531838a1584761dc22dcfb54c2c,SKU-97373049bc,Computers Accessories,1,46.89,46.89,Sao Paulo,b7e89e4d15582e53c2806161b97ab8f4
1c1f7eae34c850ca47fe6b8305995c79-L1,2017-10-31 18:15:49,1c1f7eae34c850ca47fe6b8305995c79,SKU-36f60d4522,Computers Accessories,1,167.0,167.0,Distrito Federal,ea3088c758e3a445742e64143a322128
34aed6e4313d7573b0d3b459f3a805ea-L1,2017-10-31 18:50:36,34aed6e4313d7573b0d3b459f3a805ea,SKU-588531f8ec,Computers,1,1437.0,1437.0,Parana,0f5f758216c397ef8237f5d1e236e9b8
92e9fd4b71a068595476e2490bb24acd-L1,2017-10-31 19:27:25,92e9fd4b71a068595476e2490bb24acd,SKU-401b5632c0,Audio,1,76.89,76.89,Distrito Federal,9494fe7710d02509b323226ebc5b12df
cc4687e4e102c1c8c606a5a0a8e475db-L1,2017-10-31 20:13:41,cc4687e4e102c1c8c606a5a0a8e475db,SKU-a5215a7a9f,Computers,1,1340.0,1340.0,Mato Grosso,df030c3c1d42349bb0a40197e53316ab
6fd59e3ae7e24c50131f6bc97c4c7776-L1,2017-10-31 20:32:39,6fd59e3ae7e24c50131f6bc97c4c7776,SKU-588531f8ec,Computers,2,1437.0,2874.0,Sao Paulo,5599df2eeb9e2e4f377db24e09cb976f
23e7258eff14f598753311325d867bbb-L1,2017-10-31 22:02:33,23e7258eff14f598753311325d867bbb,SKU-2edda1e590,Computers Accessories,1,12.9,12.9,Rio Grande do Sul,5719f174d975c4f7b6a06e7c0a50401d
b96a6dd4f298f5e0e797e6251f2de6f0-L1,2017-10-31 22:39:06,b96a6dd4f298f5e0e797e6251f2de6f0,SKU-f63623e4b5,Electronics,1,17.9,17.9,Sao Paulo,74903da5ba3f1799f3ffa5149c4ae279
9808a7f5f5446817c3ebf7a804111d53-L1,2017-11-01 00:12:34,9808a7f5f5446817c3ebf7a804111d53,SKU-b9775d8418,Computers Accessories,1,24.9,24.9,Sao Paulo,5c96a1394a3f018245c5eac45e612efb
88981e5b92eb0fc6291a66ce7b892029-L1,2017-11-01 08:58:39,88981e5b92eb0fc6291a66ce7b892029,SKU-af9e48cebe,Telephony,1,16.9,16.9,Minas Gerais,30a81e307f19e822e7199139fe52b1b0
